BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","Missaoui2018","Missaoui, Nabiha; Mestiri, Sarra; Bdioui, Ahlem; Zahmoul, Thouraya; Hamchi, Hajer; Mokni, Moncef; Hmissa, Sihem","HPV infection and p16 INK4A and TP53 expression in rare cancers of the uterine cervix","Pathology - Research and Practice",214,4,"apr","498--506",2018,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Blay2021","Blay, J.-Y.; Casali, P.; Bouvier, C.; Dehais, C.; Galloway, I.; Gietema, J.; Hal{\'{a}}mkov{\'{a}}, J.; Hindi, N.; Idbaih, A.; Kinloch, E.; Klümpen, H.-J.; Kolarova, T.; Kopeckova, K.; Lovey, J.; Magalhaes, M.; Oselin, K.; Piperno-Neumann, S.; Ravnsbaek, A.; Rogasik, M.; Safwat, A.; Scheipl, S.; Seckl, M.; Taylor, J.; Temnyk, M.; Trama, A.; Urbonas, M.; Wartenberg, M.; Weinman, A.","European Reference Network for rare adult solid cancers, statement and integration to health care systems of member states: a position paper of the ERN EURACAN","{ESMO} Open",6,4,"aug","100174",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Gladdy2021","Gladdy, R. A.","Precision guidelines for soft tissue and visceral sarcomas: the evidence, expert experience and ensuring optimal care for rare cancers, a 2021 update from ESMO\textendashEURACAN\textendashGENTURIS","Annals of Oncology",32,11,"nov","1325--1326",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Vinches2019","Vinches, M.; Stevovic, A.; Ray-Coquard, I. L.; Treilleux, I.; Meeus, P.; Aust, S.; Floquet, A.; Croce, S.; Chalabreysse, L.; Girard, N.; Blay, J.-Y.; Morfouace, M.","Arcagen: An EORTC-SPECTA project to perform a molecular characterization of rare cancers: Results of the retrospective feasibility cohort","Annals of Oncology",30,,"nov","vii24",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Larsen2019","Larsen, Francisco; Terlizzi, Mario; Linacre, Virginia; Sargos, Paul; Suarez, Francisco; Kirova, Youlia; Houtte, Paul Van; Lerouge, Delphine; Zilli, Thomas; Sole, Claudio V.","Radiation Therapy in Resectable Intrathoracic Sarcomas. A Rare Cancer Network Study","International Journal of Radiation Oncology{\ast}Biology{\ast}Physics",103,5,"apr","1175--1181",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Amaya2019","Amaya, Yosuke; Yonemori, Kan; Okuma, Hitomi Sumiyoshi; Narita, Shoko; Hirakawa, Akihiro; Okita, Natsuko; Sukigara, Tamie; Kanai, Masashi; Muto, Manabu; Nakamura, Kenichi; Fujiwara, Yasuhiro","ROCK Trial (NCCH1709): Nivolumab monotherapy in Rare cancer patients with mismatch repair deficiency biomarker: phase II","Annals of Oncology",30,,"oct","vi137",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Blay2021a","Blay, Jean-Yves; Fenaux, Pierre; Ladenstein, Ruth; Hoogerbrugge, Nicoline","Continue rare cancers collaboration with European Reference Networks after Brexit","The Lancet",397,10276,"feb","793",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Atalar2018","Atalar, Banu; Ozsahin, Mahmut; Call, Jason; Napieralska, Aleksandra; Kamer, Serra; Villa, Salvador; Erpolat, Petek; Negretti, Laura; Lassen-Ramshad, Yasmin; Onal, Cem; Akyurek, Serap; Ugurluer, Gamze; Baumert, Brigitta G.; Servagi-Vernat, Stephanie; Miller, Robert C.; Ozyar, Enis; Sio, Terence T.","Treatment outcome and prognostic factors for adult patients with medulloblastoma: The Rare Cancer Network (RCN) experience","Radiotherapy and Oncology",127,1,"apr","96--102",2018,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Sidiropoulos2012","Sidiropoulos, Konstantinos; Glotsos, Dimitrios; Kostopoulos, Spiros; Ravazoula, Panagiota; Kalatzis, Ioannis; Cavouras, Dionisis; Stonham, John","Real time decision support system for diagnosis of rare cancers, trained in parallel, on a graphics processing unit","Computers in Biology and Medicine",42,4,"apr","376--386",2012,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Lu2021","Lu, Donna","Rare cancers jumped from mother to child","New Scientist",249,3317,"jan","20",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Gonzato2016","Gonzato, Ornella","Could information improve patient access to new emerging drugs in rare cancer trials?","Journal of Cancer Policy",8,,"jun","38--41",2016,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Vokinger2020","Vokinger, K. N.; Daniore, P.; Kesselheim, A. S.","1586MO Pivotal trial endpoints of drugs for rare and non-rare cancers in the US and Europe","Annals of Oncology",31,,"sep","S1197",2020,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Siesling2012","Siesling, Sabine; van der Zwan, Jan Maarten; Izarzugaza, Isabel; Jaal, Jana; Treasure, Tom; Foschi, Roberto; Ricardi, Umberto; Groen, Harry; Tavilla, Andrea; Ardanaz, Eva","Rare thoracic cancers, including peritoneum mesothelioma","European Journal of Cancer",48,7,"may","949--960",2012,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Gramaca2021","Grama{\c{c}}a, J.; Machado, D. D.; Ponte, T.; Pina, I.","PO-102 Bleeding management challenges in rare cancer-associated thrombosis: a case report of inferior vena cava thrombus in a patient with testicular germ cell tumour","Thrombosis Research",200,,"apr","S74--S75",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Morfouace2020","Morfouace, M.; Ray-Coquard, I.; Girard, N.; Stevovic, A.; Treilleux, I.; Meeus, P.; Aust, S.; Floquet, A.; Croce, S.; Seckl, M.; Gietema, J.; Caplin, M.; delaFouchardiere , C.; Licitra, L.; Kapiteijn, H.; Neumann, S. Piperno; Idbaih, A.; Blay, J. Y.","Arcagen: Molecular profiling of rare cancer patients \textendash analysis of the pilot study (87 patients)","European Journal of Cancer",138,,"oct","S32",2020,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Longabaugh2017","Longabaugh, Michele","Patient Perspective and Personal Journey of Treating a \textquotedblleftRare Cancer\textquotedblright","Surgical Oncology Clinics of North America",26,1,"jan","1--7",2017,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Ashley2015","Ashley, David; Thomas, David; Gore, Lia; Carter, Rob; Zalcberg, John R.; Otmar, Ren{\'{e}}e; Savulescu, Julian","Accepting risk in the acceleration of drug development for rare cancers","The Lancet Oncology",16,4,"apr","e190--e194",2015,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","KokkaliZervos2020","Kokkali-Zervos, S.; Ardavanis, A.; Panousieris, M.; Duran, J.; Boukovinas, I.","1645P Real-world data on cabozantinib in advanced osteosarcoma and Ewing sarcoma - A study of the Hellenic Group of Sarcoma and Rare Cancers","Annals of Oncology",31,,"sep","S984",2020,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Saddoughi2016","Saddoughi, Sahar A.; Taswell, Jim; Harmsen, William S.; Inra, Matthew L.; Blackmon, Shanda H.; Nichols, Francis C.; Cassivi, Stephen D.; Wigle, Dennis A.; Shen, K. Robert; Allen, Mark S.","Surgical Resection of Rare Esophageal Cancers","The Annals of Thoracic Surgery",101,1,"jan","311--315",2016,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Shah2021","Shah, Harsh; Ghazzal, Amre; Barbhaya, Dweep; Weigold, William","RECURRENT PERICARDIAL EFFUSION: AN EARLY PRESENTATION OF A RARE CANCER","Journal of the American College of Cardiology",77,18,"may","2966",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Casali2019","Casali, P. G.","Rare cancers: from centralized referral to networking","Annals of Oncology",30,7,"jul","1037--1038",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Griffiths2007","Griffiths, Jane; Willard, Carole; Burgess, Andrea; Amir, Ziv; Luker, Karen","Meeting the ongoing needs of survivors of rarer cancer","European Journal of Oncology Nursing",11,5,"dec","434--441",2007,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Tuffaha2018","Tuffaha, H.; Scuffham, P.","Rare Cancers, no Rare Solutions: Risk Sharing Arrangemnts to Reimburse Medicines for Rare Cancers in Australia","Value in Health",21,,"sep","S110",2018,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Majima2018","Majima, Yoshiyuki","Patients expectation for drug discovery development targeting rare cancers","Annals of Oncology",29,,"oct","vii36",2018,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Abdelshafy2018","Abdelshafy, M.; Dakdouki, Y. El; Verlingue, L.; Hollebecque, A.; Lacroix, L.; Postel-Vinay, S.; Varga, A.; Balheda, R.; Michot, J.-M.; Marabelle, A.; Rouleau, E.; Solary, E.; de Baere, T.; Angevin, E.; Ribrag, V.; Michiels, S.; Andr{\'{e}}, F.; Scoazec, J.-Y.; Soria, J.-C.; Massard, C.","Precision medicine for patients with rare cancers: An effective strategy within the prospective MOSCATO trial","Annals of Oncology",29,,"oct","viii667",2018,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Noda2018","Noda, S.; Yonemori, K.; Shirakawa, N.; Okuma, H. S.; Shimizu, T.; Hirakawa, A.; Shibata, T.; Sukigara, T.; Okita, N.; Kawai, A.; Yamamoto, N.; Nakamura, K.; Mano, H.; Nishida, T.; Fujiwara, Y.","MASTER KEY project: A basket/umbrella trial for rare cancers in Japan","Annals of Oncology",29,,"oct","viii148",2018,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Stacchiotti2012","Stacchiotti, S.; Palassini, E.; Sanfilippo, R.; Vincenzi, B.; Arena, M. G.; Bochicchio, A. M.; Rosa, P. De; Nuzzo, A.; Turano, S.; Morosi, C.; Tos, A. P. Dei; Pilotti, S.; Casali, P. G.","Gemcitabine in advanced angiosarcoma: a retrospective case series analysis from the Italian Rare Cancer Network","Annals of Oncology",23,2,"feb","501--508",2012,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Pasquier2015","Pasquier, David; Barney, Brandon; Sundar, Santhanam; Poortmans, Philip; Villa, Salvador; Nasrallah, Haitam; Boujelbene, Noureddine; Ghadjar, Pirus; Lassen-Ramshad, Yasmin; Senkus, El{\.{z}}bieta; Oar, Andrew; Roelandts, Martine; Amichetti, Maurizio; Vees, Hansjoerg; Zilli, Thomas; Ozsahin, Mahmut","Small Cell Carcinoma of the Urinary Bladder: A Retrospective, Multicenter Rare Cancer Network Study of 107 Patients","International Journal of Radiation Oncology{\ast}Biology{\ast}Physics",92,4,"jul","904--910",2015,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Lancaster2005","Lancaster, C.; Kokoris, M.; Nabavi, M.; Clemmens, J.; Maloney, P.; Capadanno, J.; Gerdes, J.; Battrell, C. F.","Rare cancer cell analyzer for whole blood applications: Microcytometer cell counting and sorting subcircuits","Methods",37,1,"sep","120--127",2005,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Shimoi2016","Shimoi, Tatsunori; Yonemori, Kan; Kawai, Akira","Rare cancers$\mathsemicolon$ off label use","Annals of Oncology",27,,"nov","vii44",2016,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Pierotti2009","Pierotti, Marco A.; Negri, Tiziana; Tamborini, Elena; Perrone, Federica; Pricl, Sabrina; Pilotti, Silvana","Targeted Therapies: The Rare Cancer Paradigm","Molecular Oncology",4,1,"oct","19--37",2009,"","","","","","","","","Wiley","","","","","","","","","","",""
7,"","Pui2016","Pui, Ching-Hon; Pappo, Alberto; Gajjar, Amar; Downing, James R.","Redefining \textquotedblleftrare\textquotedblright in paediatric cancers","The Lancet Oncology",17,2,"feb","138--139",2016,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Prasad2015","Prasad, Vinay; Oseran, Andrew","Do we need randomised trials for rare cancers?","European Journal of Cancer",51,11,"jul","1355--1357",2015,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Sandrucci2015","Sandrucci, S.; Gatta, G.; Trama, A.; Tos, A. P. Dei; Casali, P. G.","Specialized teams or specialist networks for rare cancers?","European Journal of Surgical Oncology ({EJSO})",41,9,"sep","1115--1117",2015,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Sklan2014","Sklan, Alexandra","Inadequate funding for rare cancers in Australia","The Lancet Oncology",15,12,"nov","e534",2014,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","IrmingerFinger2014","Irminger-Finger, Irmgard; Kargul, Joanna; Laurent, Geoff J.","Rare cancers: What we can learn from them","The International Journal of Biochemistry {\&}amp$\mathsemicolon$ Cell Biology",53,,"aug","459--460",2014,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Casali2014","Casali, P. G.","Rare cancers: work in progress in Europe","Annals of Oncology",25,4,"apr","914",2014,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Andrews2016","Andrews, Elizabeth B.; Gilsenan, Alicia; Midkiff, Kirk; Harris, David","Challenges in studying very rare cancer outcomes and infrequent exposures: example of teriparatide and osteosarcoma","Annals of Epidemiology",26,11,"nov","751--753",2016,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Casali2010","Casali, Paolo G.","Do rare cancers deserve specific strategies for cancer research?","The Lancet Oncology",11,6,"jun","506--507",2010,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Feldmeyer2013","Feldmeyer, Laurence; Gaide, Olivier; Speiser, Daniel E.","Clinical Implications of CD8$\mathplus$ T-Cell Infiltration in Frequent and Rare Cancers","Journal of Investigative Dermatology",133,8,"aug","1929--1932",2013,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Gronchi2016","Gronchi, Alessandro; Haas, Rick L.; Bonvalot, Sylvie","Cancer registries and randomised clinical trials in rare tumours: At the two extremes of daily clinical practice","European Journal of Cancer",64,,"sep","113--115",2016,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Porta2012","Porta, Camillo","How to Identify Active Novel Agents in Rare Cancers and then Make Them Available: A Need for a Paradigm Shift","European Urology",62,6,"dec","1020--1021",2012,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Aggarwal2011","Aggarwal, S.","PCN24 Budget Impact Model for Rare Cancer Treatment: Case in Point Cutaneous T-Cell Lymphoma","Value in Health",14,7,"nov","A438",2011,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Ellis2010","Ellis, Libby; Fox, Jesme; Peake, Michael D.; Coleman, Michel P.","Lung cancer in young women remains rare","Lung Cancer",67,1,"jan","124--125",2010,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Bisoqno2011","Bisoqno, G.","105 INVITED Very Rare Cancers in Children \textendash From TREP to EXPeRT","European Journal of Cancer",47,,"sep","S27",2011,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","2011","","182 INVITED Paedatrics as Model of Centralising Treatment of Rare Cancers","European Journal of Cancer",47,,"sep","S43",2011,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Petrov2022","Petrov, Iurii; Alexeyenko, Andrey","Individualized discovery of rare cancer drivers in global network context","{eLife}",11,,"may","",2022,"","","","","","","","","{eLife} Sciences Publications, Ltd","","","","","","","","","","",""
7,"","Olischlaeger2022","Olischläger, Daphne L. T.; den Boer, Li Xiang Y.; de Heus, Eline; Brom, Linda; Dona, Desiree J. S.; Klümpen, Heinz-Josef; Stapelfeldt, Christina M.; Duijts, Saskia F. A.","Rare cancer and return to work: experiences and needs of patients and (health care) professionals","Disability and Rehabilitation",,,"jul","1--12",2022,"","","","","","","","","Informa {UK} Limited","","","","","","","","","","",""
7,"","Onega2022","Onega, Tracy; Alford-Teaster, Jennifer; Leggett, Chris; Loehrer, Andrew; Weiss, Julie E.; Moen, Erika L.; Catherine C. Pollack; Wang, Fahui","The interaction of rurality and rare cancers for travel time to cancer care","The Journal of Rural Health",,,"jul","",2022,"","","","","","","","","Wiley","","","","","","","","","","",""
7,"","Srinivas2021","Srinivas, Sujay; Bajpai, Jyoti","Checkpoint Inhibitors in Checkmating Rare Cancers","Journal of Immunotherapy and Precision Oncology",4,4,"apr","178--179",2021,"","","","","","","","","Innovative Healthcare Institute","","","","","","","","","","",""
6,"","Delikoyun2021","Delikoyun, Kerem; Demir, Ali Aslan; Tekin, Huseyin Cumhur","Label-free detection of rare cancer cells using deep learning and magnetic levitation principle","",,,"mar","",2021,"","","","Label-free Biomedical Imaging and Sensing ({LBIS}) 2021","","","","Shaked, Natan T.; Hayden, Oliver","{SPIE}","","","","","","","","","","",""
7,"","Liontos2020","Liontos, Michalis; Karamitrousis, Evangelos; Tsoukalas, Nikolaos; Boukovinas, Ioannis","Rare cancers are common: time to act","Forum of Clinical Oncology",11,3,"dec","1--2",2020,"","","","","","","","","Walter de Gruyter {GmbH}","","","","","","","","","","",""
7,"","Krendyukov2021","Krendyukov, Andriy; Singhvi, Sanjay; Zabransky, Markus","Value of Adaptive Trials and Surrogate Endpoints for Clinical Decision-Making in Rare Cancers","Frontiers in Oncology",11,,"mar","",2021,"","","","","","","","","Frontiers Media {SA}","","","","","","","","","","",""
7,"","Kondo2021","Kondo, Tadashi","Current status and future outlook for patient-derived cancer models from a rare cancer research perspective","Cancer Science",112,3,"feb","953--961",2021,"","","","","","","","","Wiley","","","","","","","","","","",""
7,"","Koyyala2020","Koyyala, Venkata Pradeep Babu; Kulkarni, Padmaj","Immunotherapy in Rare Cancers","Indian Journal of Medical and Paediatric Oncology",41,06,"nov","801--803",2020,"","","","","","","","","Georg Thieme Verlag {KG}","","","","","","","","","","",""
7,"","Lynge2020","Lynge, Elsebeth; Kaerlev, Linda; Olsen, J{\o}rn; Sabroe, Svend; Afonso, Noemia; Ahrens, Wolfgang; Eriksson, Mikael; Merletti, Franco; Suarez-Varelas, Maria Morales; Stengrevics, Aivars; Gu{\'{e}}nel, Pascal","Rare cancers of unknown etiology: lessons learned from a European multi-center case\textendashcontrol study","European Journal of Epidemiology",35,10,"jul","937--948",2020,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","OConnor2020","O'Connor, Daniel J.","Rare cancers, the continued agenda for progress \textendash editor's special foreword","Expert Opinion on Orphan Drugs",8,9,"sep","309--310",2020,"","","","","","","","","Informa {UK} Limited","","","","","","","","","","",""
7,"","Darling2020","Darling, H. S.; Rastogi, Sameer","Rare cancers in India: A road less travelled","Indian Journal of Cancer",57,2,"","139 – 143",2020,"","Cited by: 3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085242767&doi=10.4103%2fijc.IJC-384-19&partnerID=40&md5=e0081f2e99af20a09bba53b36ddfe165","","","","","","","","","","","","","","","","",""
7,"","Kwak2020","Kwak, Jung-Myun","Acknowledging the Unsung Role of the Cancer Registry in Rare Cancers","Annals of Coloproctology",36,1,"feb","1--2",2020,"","","","","","","","","Korean Society of Coloproctology","","","","","","","","","","",""
7,"","Balmant2019","Balmant, Nathalie V.; de Souza Reis, Rejane; de Oliveira Santos, Marceli; de Camargo, Beatriz; Gatta, Gemma","Rare cancers in childhood and adolescence in Brazil: First report of data from 19 population-based cancer registries","Cancer",,,"apr","",2019,"","","","","","","","","Wiley","","","","","","","","","","",""
7,"","Jain2019","Jain, Rahul; Menzin, Joseph; Lachance, Kristina; McBee, Patrick; Phatak, Hemant; Nghiem, Paul T.","Travel burden associated with rare cancers: The example of Merkel cell carcinoma","Cancer Medicine",8,5,"apr","2580--2586",2019,"","","","","","","","","Wiley","","","","","","","","","","",""
7,"","Bell2019","Bell, Catherine; Kerr, Katie; Moore, Kerry; McShane, Charlene; Anderson, Lesley; McKnight, Amy Jayne; McAneney, Helen","Communication strategies for rare cancers: a systematic review protocol","Systematic Reviews",8,1,"apr","",2019,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
5,"","Demeure2019","Demeure, Michael J.","The Role of Precision Medicine in the Diagnosis and Treatment of Patients with Rare Cancers","",,,"","81--108",2019,"","","","Precision Medicine in Cancer Therapy","","","","","Springer International Publishing","","","","","","","","","","",""
7,"","Cohen2018","Cohen, Deborah","Breast implants linked to rare cancer are removed from European market","{BMJ}",,,"dec","k5401",2018,"","","","","","","","","{BMJ}","","","","","","","","","","",""
7,"","Horick2018","Horick, Nora K.; Muzikansky, Ariela; Gutierrez, Hilda L.; Boyd, Kristina L.; Finkelstein, Dianne M.","Physical symptoms in long-term survivors of rare cancer","Journal of Cancer Survivorship",12,6,"oct","835--842",2018,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","Bergerot2018","Bergerot, Cristiane Decat; Bergerot, Paulo Gustavo; Philip, Errol J.; Domenico, Edvane Birelo Lopes De; Manhaes, Maria Fernanda Marcusso; Pedras, Renata Nunes; Salgia, Meghan M.; Dizman, Nazli; Ashing, Kimlin Tam; Li, Min; Dale, William; Pal, Sumanta K.","Assessment of distress and quality of life in rare cancers","Psycho-Oncology",27,12,"sep","2740--2746",2018,"","","","","","","","","Wiley","","","","","","","","","","",""
7,"","Kuenzel2017","Kuenzel, Ulrike; Sindeu, Tabea Monga; Schroth, Sarah; Huebner, Jutta; Herth, Natalie","Evaluation of the Quality of Online Information for Patients with Rare Cancers: Thyroid Cancer","Journal of Cancer Education",33,5,"jan","960--966",2017,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","Lukic2018","Lukic, Marko; Nilsson, Lena Maria; Skeie, Guri; Lindahl, Bernt; Braaten, Tonje","Coffee consumption and risk of rare cancers in Scandinavian countries","European Journal of Epidemiology",33,3,"feb","287--302",2018,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","Nicolazzo2018","Nicolazzo, Chiara; Colangelo, Luciano; Corsi, Alessandro; Carpino, Guido; Gradilone, Angela; Sonato, Chiara; Raimondi, Cristina; Gaudio, Eugenio; Gazzaniga, Paola; Gianni, Walter","Liquid Biopsy in Rare Cancers: Lessons from Hemangiopericytoma","Analytical Cellular Pathology",2018,,"","1--4",2018,"","","","","","","","","Hindawi Limited","","","","","","","","","","",""
7,"","Zwan2018","van der Zwan, Jan M.; van Dijk, Boukje A. C.; Visser, Otto; van Krieken, Han J. H. J. M.; Capocaccia, Riccardo; Siesling, Sabine","Rare cancers in The Netherlands: a population-based study","European Journal of Cancer Prevention",27,4,"jul","384--390",2018,"","","","","","","","","Ovid Technologies (Wolters Kluwer Health)","","","","","","","","","","",""
7,"","Ledford2017","Ledford, Heidi","Century-old tumours offer rare cancer clues","Nature",545,7654,"may","278--278",2017,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","Horick2016","Horick, Nora K.; Manful, Adoma; Lowery, Jan; Domchek, Susan; Moorman, Patricia; Griffin, Constance; Visvanathan, Kala; Isaacs, Claudine; Kinney, Anita Y.; Finkelstein, Dianne M.","Physical and psychological health in rare cancer survivors","Journal of Cancer Survivorship",11,1,"oct","158--165",2016,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","Ravindran2016","Ravindran, Aishwarya; Gonsalves, Wilson I.; Hashmi, Shahrukh K.; Kapoor, Prashant; Marshall, Ariela L.; Siddiqui, Mustaqeem A.; Go, Ronald S.","Estimating the annual volume of hematologic cancer cases per hematologist\textendashoncologist in the United States: are we treating rare cancers too rarely?","Leukemia {\&}amp$\mathsemicolon$ Lymphoma",58,1,"jun","251--252",2016,"","","","","","","","","Informa {UK} Limited","","","","","","","","","","",""
7,"","Gronchi2016a","Gronchi, Alessandro; Delrio, Paolo; Quagliuolo, Vittorio; Sandrucci, Sergio","The Italian Society of Surgical Oncology (SICO) survey on the minimum requirements of rare cancers referral centers","Updates in Surgery",68,4,"jun","321--323",2016,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","Brade2016","Brade, Anthony M.; Dawson, Laura Ann","To RCT or Not to RCT: How to Change Practice for Rare Cancers?","Journal of Clinical Oncology",34,3,"jan","203--204",2016,"","","","","","","","","American Society of Clinical Oncology ({ASCO})","","","","","","","","","","",""
7,"","Mayor2016","Mayor, Susan","A quarter of patients with rarer cancers see GPs several times before referral","{BMJ}",,,"feb","i1198",2016,"","","","","","","","","{BMJ}","","","","","","","","","","",""
7,"","Olver2015","Olver, Ian N.","Reassessing rare cancers","Medical Journal of Australia",203,10,"nov","386--386",2015,"","","","","","","","","{AMPCo}","","","","","","","","","","",""
7,"","Loggers2014","Loggers, Elizabeth Trice; Prigerson, Holly G.","The End-of-Life Experience of Patients with Rare Cancers and their Caregivers","Rare Tumors",6,1,"mar","24--27",2014,"","","","","","","","","{SAGE} Publications","","","","","","","","","","",""
7,"","Kondrashova201541","Kondrashova, Olga; Waring, Paul","Is genomics making rare cancers common and common cancers rare?","Cancer Forum",39,1,"","41 – 43",2015,"","Cited by: 1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923626261&partnerID=40&md5=f8a65b131414b7289a69169be01efd6f","","","","","","","","","","","","","","","","",""
7,"","Casali2015","Casali, P. G.; Bruzzi, P.; Bogaerts, J.; Blay, J.-Y.; Aapro, M.; Adamous, A.; Berruti, A.; Blay, J.-Y.; Bogaerts, J.; Bressington, J.; Bruzzi, B.; Capocaccia, R.; Cardoso, F.; Casali, P. G.; Celis, J. E.; Cervantes, A.; Ciardiello, F.; Claussen, C.; Coleman, M.; Comis, S.; Craine, S.; Boltz, D. De; Lorenzo, F. De; Tos, A. P. Dei; Gatta, G.; Geissler, J.; Giuliani, R.; Grande, E.; Gronchi, A.; Jezdic, S.; Jonsson, B.; Jost, L.; Keulen, H.; Lacombe, D.; Lamory, G.; Cam, Y. Le; di Priolo, S. Leto; Licitra, L.; Macchia, F.; Margulies, A.; Marreaud, S.; McVie, G.; Narbutas, S.; Oliver, K.; Pavlidis, N.; Pelouchova, J.; Pentheroudakis, G.; Piccart, M.; Pierotti, M. A.; Pravettoni, G.; Redmond, K.; Riegman, P.; Ruffilli, M. P.; Ryner, D.; Sandrucci, S.; Seymour, M.; Torri, V.; Trama, A.; Belle, S. Van; Vassal, G.; Wartenberg, M.; Watts, C.; Wilson, A.; Yared, W.","Rare Cancers Europe (RCE) methodological recommendations for clinical studies in rare cancers: a European consensus position paper","Annals of Oncology",26,2,"feb","300--306",2015,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Abel2015","Abel, G. A.; Shelton, J.; Johnson, S.; Elliss-Brookes, L.; Lyratzopoulos, G.","Cancer-specific variation in emergency presentation by sex, age and deprivation across 27 common and rarer cancers","British Journal of Cancer",112,S1,"mar","S129--S136",2015,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","Shin2015","Shin, Dong Wook; Cho, Juhee; Yang, Hyung Kook; Kim, So Young; Lee, Su Hyun; Suh, Beomseok; Shin, Hee-Young; Lee, Hyun Joo; Kim, Dae Ghon; Park, Jong Hyock","Oncologist Perspectives on Rare Cancer Care: A Nationwide Survey","Cancer Research and Treatment",47,4,"jan","591--599",2015,"","","","","","","","","Korean Cancer Association","","","","","","","","","","",""
